"","country","year","infant_mortality","life_expectancy","fertility","population","gdp","maternal_mortality","health_spending","gini"
"370","Italy",1801,NA,29.69,5.47,NA,NA,NA,NA,NA
"371","Jamaica",1801,NA,34.2,5.13,NA,NA,NA,NA,NA
"372","Japan",1801,NA,36.4,4.11,NA,NA,NA,NA,NA
"373","Jersey",1801,NA,NA,NA,NA,NA,NA,NA,NA
"374","Jordan",1801,NA,31.7,6.97,NA,NA,NA,NA,NA
"375","Kazakhstan",1801,NA,26.2,6.45,NA,NA,NA,NA,NA
"376","Kenya",1801,NA,25.5,6.91,NA,NA,NA,NA,NA
"377","Kiribati",1801,NA,24.9,5.67,NA,NA,NA,NA,NA
"378","North Korea",1801,NA,26,6.1,NA,NA,NA,NA,NA
"379","South Korea",1801,NA,25.8,6,NA,NA,NA,NA,NA
"380","United Korea (former)
",1801,NA,NA,NA,NA,NA,NA,NA,NA
"381","Kosovo",1801,NA,NA,NA,NA,NA,NA,NA,NA
"382","Kuwait",1801,NA,26,6.87,NA,NA,NA,NA,NA
"383","Kyrgyz Republic",1801,NA,23.94,6.58,NA,NA,NA,NA,NA
"384","Lao",1801,NA,31.9,6.13,NA,NA,NA,NA,NA
"385","Latvia",1801,NA,33,5.19,NA,NA,NA,NA,NA
"386","Lebanon",1801,NA,29.7,5.74,NA,NA,NA,NA,NA
"387","Lesotho",1801,NA,32.8,5.84,NA,NA,NA,NA,NA
"388","Liberia",1801,NA,31.1,6.19,NA,NA,NA,NA,NA
"389","Libya",1801,NA,33.1,7.2,NA,NA,NA,NA,NA
"390","Liechtenstein",1801,NA,NA,NA,NA,NA,NA,NA,NA
"391","Lithuania",1801,NA,28.9,5.76,NA,NA,NA,NA,NA
"392","Luxembourg",1801,NA,36.9,4.78,NA,NA,NA,NA,NA
"393","Macao, China",1801,NA,34.7,5.51,NA,NA,NA,NA,NA
"394","Macedonia, FYR",1801,NA,36.1,5.9,NA,NA,NA,NA,NA
"395","Madagascar",1801,NA,30.5,6.89,NA,NA,NA,NA,NA
"396","Malawi",1801,NA,30.3,6.78,NA,NA,NA,NA,NA
"397","Malaysia",1801,NA,30.6,5.45,NA,NA,NA,NA,NA
"398","Maldives",1801,NA,32.65,5.98,NA,NA,NA,NA,NA
"399","Mali",1801,NA,26.41,6.23,NA,NA,NA,NA,NA
"400","Malta",1801,NA,28.7,5.49,NA,NA,NA,NA,NA
"401","Marshall Islands",1801,NA,NA,NA,NA,NA,NA,NA,NA
"402","Martinique",1801,NA,30.15,5.71,NA,NA,NA,NA,NA
"403","Mauritania",1801,NA,32,6.34,NA,NA,NA,NA,NA
"404","Mauritius",1801,NA,28.7,5.03,NA,NA,NA,NA,NA
"405","Mayotte",1801,NA,32.5,7.07,NA,NA,NA,NA,NA
"406","Mexico",1801,NA,26.9,6.8,NA,NA,NA,NA,NA
"407","Micronesia, Fed. Sts.",1801,NA,26.7,6.02,NA,NA,NA,NA,NA
"408","Moldova",1801,NA,33.15,6.39,NA,NA,NA,NA,NA
"409","Monaco",1801,NA,NA,NA,NA,NA,NA,NA,NA
"410","Mongolia",1801,NA,31.8,5.94,NA,NA,NA,NA,NA
"411","Montenegro",1801,NA,35.4,5.9,NA,NA,NA,NA,NA
"412","Montserrat",1801,NA,NA,NA,NA,NA,NA,NA,NA
"413","Morocco",1801,NA,33.1,6.5,NA,NA,NA,NA,NA
"414","Mozambique",1801,NA,30.28,6.63,NA,NA,NA,NA,NA
"415","Myanmar",1801,NA,30.8,6.03,NA,NA,NA,NA,NA
"416","Namibia",1801,NA,32.4,5.96,NA,NA,NA,NA,NA
"417","Nauru",1801,NA,NA,NA,NA,NA,NA,NA,NA
"418","Nepal",1801,NA,32.8,6.15,NA,NA,NA,NA,NA
"419","Netherlands",1801,NA,39.86,5.11,NA,NA,NA,NA,NA
"420","Netherlands Antilles",1801,NA,34.41,5.8,NA,NA,NA,NA,NA
"421","New Caledonia",1801,NA,26,6.41,NA,NA,NA,NA,NA
"422","New Zealand",1801,NA,34.05,5.25,NA,NA,NA,NA,NA
"423","Ngorno-Karabakh",1801,NA,NA,NA,NA,NA,NA,NA,NA
"424","Nicaragua",1801,NA,25.4,6.16,NA,NA,NA,NA,NA
"425","Niger",1801,NA,30.8,6.83,NA,NA,NA,NA,NA
"426","Nigeria",1801,NA,30.4,6.55,NA,NA,NA,NA,NA
"427","Niue",1801,NA,NA,NA,NA,NA,NA,NA,NA
"428","Norfolk Island",1801,NA,NA,NA,NA,NA,NA,NA,NA
"429","Northern Cyprus",1801,NA,NA,NA,NA,NA,NA,NA,NA
"430","Northern Mariana Islands",1801,NA,NA,NA,NA,NA,NA,NA,NA
"431","Norway",1801,NA,35.82,4.07,NA,NA,NA,NA,NA
"432","Oman",1801,NA,32.3,6.88,NA,NA,NA,NA,NA
"433","Pakistan",1801,NA,25.8,6.59,NA,NA,NA,NA,NA
"434","Palau",1801,NA,NA,NA,NA,NA,NA,NA,NA
"435","Panama",1801,NA,32.9,5.36,NA,NA,NA,NA,NA
"436","Papua New Guinea",1801,NA,31.5,6.23,NA,NA,NA,NA,NA
"437","Paraguay",1801,NA,35.5,6.49,NA,NA,NA,NA,NA
"438","Peru",1801,NA,35.7,6.82,NA,NA,NA,NA,NA
"439","Philippines",1801,NA,30.9,6.41,NA,NA,NA,NA,NA
"440","Pitcairn",1801,NA,NA,NA,NA,NA,NA,NA,NA
"441","Poland",1801,NA,35.9,6.26,NA,NA,NA,NA,NA
"442","Portugal",1801,NA,35.6,4.5,NA,NA,NA,NA,NA
"443","Puerto Rico",1801,NA,30.43,5.15,NA,NA,NA,NA,NA
"444","Qatar",1801,NA,30.8,6.97,NA,NA,NA,NA,NA
"445","Reunion",1801,NA,33,6.51,NA,NA,NA,NA,NA
"446","Romania",1801,NA,35.7,5.22,NA,NA,NA,NA,NA
"447","Russia",1801,NA,29.57,7,NA,NA,NA,NA,NA
"448","Rwanda",1801,NA,25,7.07,NA,NA,NA,NA,NA
"449","St. Barthélemy",1801,NA,NA,NA,NA,NA,NA,NA,NA
"450","St. Helena",1801,NA,NA,NA,NA,NA,NA,NA,NA
"451","St. Kitts and Nevis",1801,NA,NA,NA,NA,NA,NA,NA,NA
"452","St. Lucia",1801,NA,28.01,5.53,NA,NA,NA,NA,NA
"453","St. Martin",1801,NA,NA,NA,NA,NA,NA,NA,NA
"454","St. Vincent and the Grenadines",1801,NA,25.99,6.54,NA,NA,NA,NA,NA
"455","St.-Pierre-et-Miquelon",1801,NA,NA,NA,NA,NA,NA,NA,NA
"456","Samoa",1801,NA,25.4,6.98,NA,NA,NA,NA,NA
"457","San Marino",1801,NA,NA,NA,NA,NA,NA,NA,NA
"458","Sao Tome and Principe",1801,NA,31,6.23,NA,NA,NA,NA,NA
"459","Saudi Arabia",1801,NA,32.1,6.86,NA,NA,NA,NA,NA
"460","Senegal",1801,NA,25.2,5.7,NA,NA,NA,NA,NA
"461","Serbia",1801,NA,35.5,5.9,NA,NA,NA,NA,NA
"462","Serbia and Montenegro",1801,NA,NA,NA,NA,NA,NA,NA,NA
"463","Serbia excluding Kosovo",1801,NA,NA,NA,NA,NA,NA,NA,NA
"464","Seychelles",1801,NA,37,5.16,NA,NA,NA,NA,NA
"465","Sierra Leone",1801,NA,25.1,5.72,NA,NA,NA,NA,NA
"466","Singapore",1801,NA,29.1,5.47,NA,NA,NA,NA,NA
"467","Slovak Republic",1801,NA,36.4,5.94,NA,NA,NA,NA,NA
"468","Slovenia",1801,NA,36.6,4.92,NA,NA,NA,NA,NA
"469","Solomon Islands",1801,NA,25.1,6.42,NA,NA,NA,NA,NA
"470","Somalia",1801,NA,29.4,6.87,NA,NA,NA,NA,NA
"471","Somaliland",1801,NA,NA,NA,NA,NA,NA,NA,NA
"472","South Africa",1801,NA,33.5,6.47,NA,NA,NA,NA,NA
"473","South Ossetia",1801,NA,NA,NA,NA,NA,NA,NA,NA
"474","Spain",1801,NA,29.5,5.13,NA,NA,NA,NA,NA
"475","Sri Lanka",1801,NA,32.6,5.68,NA,NA,NA,NA,NA
"476","Sudan",1801,NA,31.4,6.64,NA,NA,NA,NA,NA
"477","Suriname",1801,NA,32.9,6.58,NA,NA,NA,NA,NA
"478","Svalbard",1801,NA,NA,NA,NA,NA,NA,NA,NA
"479","Swaziland",1801,NA,32.3,6.71,NA,NA,NA,NA,NA
"480","Sweden",1801,204,36.9,4.26,NA,NA,839.6,NA,NA
"481","Switzerland",1801,NA,38,4.14,NA,NA,NA,NA,NA
"482","Syria",1801,NA,31.1,6.85,NA,NA,NA,NA,NA
"483","Taiwan",1801,NA,28.3,5.83,NA,NA,NA,NA,NA
"484","Tajikistan",1801,NA,24.24,5.87,NA,NA,NA,NA,NA
"485","Tanzania",1801,NA,32.2,6.74,NA,NA,NA,NA,NA
"486","Thailand",1801,NA,30.4,6.35,NA,NA,NA,NA,NA
"487","Timor-Leste",1801,NA,28.95,6.52,NA,NA,NA,NA,NA
"488","Togo",1801,NA,31.3,6.34,NA,NA,NA,NA,NA
"489","Tokelau",1801,NA,NA,NA,NA,NA,NA,NA,NA
"490","Tonga",1801,NA,28.2,6.51,NA,NA,NA,NA,NA
"491","Transnistria",1801,NA,NA,NA,NA,NA,NA,NA,NA
"492","Trinidad and Tobago",1801,NA,32.9,4.44,NA,NA,NA,NA,NA
"493","Tunisia",1801,NA,28.8,6.4,NA,NA,NA,NA,NA
"494","Turkey",1801,NA,35,6.92,NA,NA,NA,NA,NA
"495","Turkmenistan",1801,NA,24,6.22,NA,NA,NA,NA,NA
"496","Turks and Caicos Islands",1801,NA,NA,NA,NA,NA,NA,NA,NA
"497","Tuvalu",1801,NA,NA,NA,NA,NA,NA,NA,NA
"498","Uganda",1801,NA,25.3,6.89,NA,NA,NA,NA,NA
"499","Ukraine",1801,NA,36.6,7.5,NA,NA,NA,NA,NA
"500","United Arab Emirates",1801,NA,30.7,6.94,NA,NA,NA,NA,NA
"501","United Kingdom",1801,NA,37.35,4.6,NA,NA,NA,NA,NA
"502","United States",1801,NA,39.41,7.01,NA,NA,NA,NA,NA
"503","Uruguay",1801,NA,32.9,5.97,NA,NA,NA,NA,NA
"504","USSR",1801,NA,NA,NA,NA,NA,NA,NA,NA
"505","Uzbekistan",1801,NA,26.93,5.71,NA,NA,NA,NA,NA
"506","Wallis et Futuna",1801,NA,NA,NA,NA,NA,NA,NA,NA
"507","Vanuatu",1801,NA,24.3,6.6,NA,NA,NA,NA,NA
"508","Venezuela",1801,NA,32.2,5.63,NA,NA,NA,NA,NA
"509","West Bank and Gaza",1801,NA,32.1,6.97,NA,NA,NA,NA,NA
"510","West Germany",1801,NA,NA,NA,NA,NA,NA,NA,NA
"511","Western Sahara",1801,NA,34.75,6.32,NA,NA,NA,NA,NA
"512","Vietnam",1801,NA,32,4.7,NA,NA,NA,NA,NA
"513","Virgin Islands (U.S.)",1801,NA,33.4,5.55,NA,NA,NA,NA,NA
"514","North Yemen (former)",1801,NA,NA,NA,NA,NA,NA,NA,NA
"515","South Yemen (former)",1801,NA,NA,NA,NA,NA,NA,NA,NA
"516","Yemen",1801,NA,23.39,6.88,NA,NA,NA,NA,NA
"517","Yugoslavia",1801,NA,NA,NA,NA,NA,NA,NA,NA
"518","Zambia",1801,NA,32.6,6.71,NA,NA,NA,NA,NA
"519","Zimbabwe",1801,NA,33.7,6.75,NA,NA,NA,NA,NA
"520","Åland",1801,NA,NA,NA,NA,NA,NA,NA,NA
"521","Åland",1801,NA,NA,NA,NA,NA,NA,NA,NA
"522","South Sudan",1801,NA,26.67,NA,NA,NA,NA,NA,NA
"523","Abkhazia",1802,NA,NA,NA,NA,NA,NA,NA,NA
"524","Afghanistan",1802,NA,28.19,7,NA,NA,NA,NA,NA
"525","Akrotiri and Dhekelia",1802,NA,NA,NA,NA,NA,NA,NA,NA
"526","Albania",1802,NA,35.4,4.6,NA,NA,NA,NA,NA
"527","Algeria",1802,NA,28.82,6.99,NA,NA,NA,NA,NA
"528","American Samoa",1802,NA,NA,NA,NA,NA,NA,NA,NA
"529","Andorra",1802,NA,NA,NA,NA,NA,NA,NA,NA
"530","Angola",1802,NA,26.98,6.93,NA,NA,NA,NA,NA
"531","Anguilla",1802,NA,NA,NA,NA,NA,NA,NA,NA
"532","Antigua and Barbuda",1802,NA,33.54,4.99,NA,NA,NA,NA,NA
"533","Argentina",1802,NA,33.2,6.8,NA,NA,NA,NA,NA
"534","Armenia",1802,NA,34,7.81,NA,NA,NA,NA,NA
"535","Aruba",1802,NA,34.42,5.64,NA,NA,NA,NA,NA
"536","Australia",1802,NA,34.05,6.46,NA,NA,NA,NA,NA
"537","Austria",1802,NA,34.4,5.1,NA,NA,NA,NA,NA
"538","Azerbaijan",1802,NA,29.17,8.1,NA,NA,NA,NA,NA
"539","Bahamas",1802,NA,35.18,5.9,NA,NA,NA,NA,NA
"540","Bahrain",1802,NA,30.3,7.03,NA,NA,NA,NA,NA
"541","Bangladesh",1802,NA,25.5,6.7,NA,NA,NA,NA,NA
"542","Barbados",1802,NA,32.12,4.9,NA,NA,NA,NA,NA
"543","Belarus",1802,NA,36.2,7,NA,NA,NA,NA,NA
"544","Belgium",1802,NA,40.02,4.84,NA,NA,NA,NA,NA
"545","Belize",1802,NA,26.5,6.69,NA,NA,NA,NA,NA
"546","Benin",1802,NA,31,5.55,NA,NA,NA,NA,NA
"547","Bermuda",1802,NA,NA,NA,NA,NA,NA,NA,NA
"548","Bhutan",1802,NA,28.8,6.67,NA,NA,NA,NA,NA
"549","Bolivia",1802,NA,33,6.48,NA,NA,NA,NA,NA
"550","Bosnia and Herzegovina",1802,NA,35.1,5.91,NA,NA,NA,NA,NA
"551","Botswana",1802,NA,33.6,6.47,NA,NA,NA,NA,NA
"552","Brazil",1802,NA,32,6.26,NA,NA,NA,NA,NA
"553","British Virgin Islands",1802,NA,NA,NA,NA,NA,NA,NA,NA
"554","Brunei",1802,NA,29.2,7.06,NA,NA,NA,NA,NA
"555","Bulgaria",1802,NA,35.89,5.16,NA,NA,NA,NA,NA
"556","Burkina Faso",1802,NA,29.2,6.03,NA,NA,NA,NA,NA
"557","Burundi",1802,NA,31.5,6.8,NA,NA,NA,NA,NA
"558","Cambodia",1802,NA,35,6.95,NA,NA,NA,NA,NA
"559","Cameroon",1802,NA,28.75,5.54,NA,NA,NA,NA,NA
"560","Canada",1802,NA,39,5.72,NA,NA,NA,NA,NA
"561","Cape Verde",1802,NA,33.8,6.43,NA,NA,NA,NA,NA
"562","Cayman Islands",1802,NA,NA,NA,NA,NA,NA,NA,NA
"563","Central African Republic",1802,NA,30,6.51,NA,NA,NA,NA,NA
"564","Chad",1802,NA,30.9,6.06,NA,NA,NA,NA,NA
"565","Channel Islands",1802,NA,NA,5.07,NA,NA,NA,NA,NA
"566","Chile",1802,NA,32,5.98,NA,NA,NA,NA,NA
"567","China",1802,NA,32,5.5,NA,NA,NA,NA,NA
"568","Christmas Island",1802,NA,NA,NA,NA,NA,NA,NA,NA
"569","Cocos Island",1802,NA,NA,NA,NA,NA,NA,NA,NA
"570","Colombia",1802,NA,32,6.19,NA,NA,NA,NA,NA
"571","Comoros",1802,NA,32.1,6.01,NA,NA,NA,NA,NA
"572","Congo, Dem. Rep.",1802,NA,31.6,5.99,NA,NA,NA,NA,NA
"573","Congo, Rep.",1802,NA,32.7,5.67,NA,NA,NA,NA,NA
"574","Cook Is",1802,NA,NA,NA,NA,NA,NA,NA,NA
"575","Costa Rica",1802,NA,30.21,6.93,NA,NA,NA,NA,NA
"576","Cote d'Ivoire",1802,NA,31.16,6.78,NA,NA,NA,NA,NA
"577","Croatia",1802,NA,36.1,5.75,NA,NA,NA,NA,NA
"578","Cuba",1802,NA,32.45,5.78,NA,NA,NA,NA,NA
"579","Cyprus",1802,NA,38.5,6.03,NA,NA,NA,NA,NA
"580","Czech Republic",1802,NA,34.95,5.31,NA,NA,NA,NA,NA
"581","Czechoslovakia",1802,NA,NA,NA,NA,NA,NA,NA,NA
"582","Denmark",1802,NA,44.37,4.05,NA,NA,NA,NA,NA
"583","Djibouti",1802,NA,29.9,6.3,NA,NA,NA,NA,NA
"584","Dominica",1802,NA,NA,NA,NA,NA,NA,NA,NA
"585","Dominican Republic",1802,NA,29.9,6.16,NA,NA,NA,NA,NA
"586","East Germany",1802,NA,NA,NA,NA,NA,NA,NA,NA
"587","Ecuador",1802,NA,32.9,6.98,NA,NA,NA,NA,NA
"588","Egypt",1802,NA,33,6.06,NA,NA,NA,NA,NA
"589","El Salvador",1802,NA,28.7,5.9,NA,NA,NA,NA,NA
"590","Equatorial Guinea",1802,NA,29.8,5.51,NA,NA,NA,NA,NA
"591","Eritrea",1802,NA,30.2,6.96,NA,NA,NA,NA,NA
"592","Eritrea and Ethiopia",1802,NA,NA,NA,NA,NA,NA,NA,NA
"593","Estonia",1802,NA,35.26,5.41,NA,NA,NA,NA,NA
"594","Ethiopia",1802,NA,29.7,7.17,NA,NA,NA,NA,NA
"595","Faeroe Islands",1802,NA,NA,NA,NA,NA,NA,NA,NA
"596","Falkland Is (Malvinas)",1802,NA,NA,NA,NA,NA,NA,NA,NA
"597","Fiji",1802,NA,26.1,6.45,NA,NA,NA,NA,NA
"598","Finland",1802,NA,39.2,5.23,NA,NA,867.8,NA,NA
"599","France",1802,NA,34.38,4.31,NA,NA,NA,NA,NA
"600","French Guiana",1802,NA,30.5,6.27,NA,NA,NA,NA,NA
"601","French Polynesia",1802,NA,25.6,5.97,NA,NA,NA,NA,NA
"602","Gabon",1802,NA,30.6,6.5,NA,NA,NA,NA,NA
"603","Gambia",1802,NA,28.8,6.51,NA,NA,NA,NA,NA
"604","Georgia",1802,NA,31.87,7.8,NA,NA,NA,NA,NA
"605","Germany",1802,NA,38.37,5.39,NA,NA,NA,NA,NA
"606","Ghana",1802,NA,28,6.43,NA,NA,NA,NA,NA
"607","Gibraltar",1802,NA,NA,NA,NA,NA,NA,NA,NA
"608","Greece",1802,NA,36.6,6.03,NA,NA,NA,NA,NA
"609","Greenland",1802,NA,33.87,4.88,NA,NA,NA,NA,NA
"610","Grenada",1802,NA,31.4,5.81,NA,NA,NA,NA,NA
"611","Guadeloupe",1802,NA,27.66,5.62,NA,NA,NA,NA,NA
"612","Guam",1802,NA,27.5,6.37,NA,NA,NA,NA,NA
"613","Guatemala",1802,NA,25.8,6.45,NA,NA,NA,NA,NA
"614","Guernsey",1802,NA,NA,NA,NA,NA,NA,NA,NA
"615","Guinea",1802,NA,29.52,6.11,NA,NA,NA,NA,NA
"616","Guinea-Bissau",1802,NA,32,7.25,NA,NA,NA,NA,NA
"617","Guyana",1802,NA,31.12,5.01,NA,NA,NA,NA,NA
"618","Haiti",1802,NA,29,6.31,NA,NA,NA,NA,NA
"619","Holy See",1802,NA,NA,NA,NA,NA,NA,NA,NA
"620","Honduras",1802,NA,33.9,6.05,NA,NA,NA,NA,NA
"621","Hong Kong, China",1802,NA,34.9,5.47,NA,NA,NA,NA,NA
"622","Hungary",1802,NA,36,5.18,NA,NA,NA,NA,NA
"623","Iceland",1802,NA,27.62,4.88,NA,NA,NA,NA,NA
"624","India",1802,NA,25,5.95,NA,NA,NA,NA,NA
"625","Indonesia",1802,NA,30,6.07,NA,NA,NA,NA,NA
"626","Iran",1802,NA,25.6,7.08,NA,NA,NA,NA,NA
"627","Iraq",1802,NA,31.2,7.13,NA,NA,NA,NA,NA
"628","Ireland",1802,NA,38.3,4.2,NA,NA,NA,NA,NA
"629","Isle of Man",1802,NA,NA,NA,NA,NA,NA,NA,NA
"630","Israel",1802,NA,32,5.97,NA,NA,NA,NA,NA
"631","Italy",1802,NA,29.69,5.47,NA,NA,NA,NA,NA
"632","Jamaica",1802,NA,34.2,5.13,NA,NA,NA,NA,NA
"633","Japan",1802,NA,36.4,4.14,NA,NA,NA,NA,NA
"634","Jersey",1802,NA,NA,NA,NA,NA,NA,NA,NA
"635","Jordan",1802,NA,31.7,6.97,NA,NA,NA,NA,NA
"636","Kazakhstan",1802,NA,26.2,6.45,NA,NA,NA,NA,NA
"637","Kenya",1802,NA,25.5,6.91,NA,NA,NA,NA,NA
"638","Kiribati",1802,NA,24.9,5.67,NA,NA,NA,NA,NA
"639","North Korea",1802,NA,26,6.1,NA,NA,NA,NA,NA
"640","South Korea",1802,NA,25.8,6,NA,NA,NA,NA,NA
"641","United Korea (former)
",1802,NA,NA,NA,NA,NA,NA,NA,NA
"642","Kosovo",1802,NA,NA,NA,NA,NA,NA,NA,NA
"643","Kuwait",1802,NA,26,6.87,NA,NA,NA,NA,NA
"644","Kyrgyz Republic",1802,NA,23.94,6.58,NA,NA,NA,NA,NA
"645","Lao",1802,NA,31.9,6.13,NA,NA,NA,NA,NA
"646","Latvia",1802,NA,33,5.18,NA,NA,NA,NA,NA
"647","Lebanon",1802,NA,29.7,5.74,NA,NA,NA,NA,NA
"648","Lesotho",1802,NA,32.8,5.84,NA,NA,NA,NA,NA
"649","Liberia",1802,NA,31.1,6.19,NA,NA,NA,NA,NA
"650","Libya",1802,NA,33.1,7.2,NA,NA,NA,NA,NA
"651","Liechtenstein",1802,NA,NA,NA,NA,NA,NA,NA,NA
"652","Lithuania",1802,NA,28.9,5.75,NA,NA,NA,NA,NA
"653","Luxembourg",1802,NA,36.9,4.77,NA,NA,NA,NA,NA
"654","Macao, China",1802,NA,34.7,5.51,NA,NA,NA,NA,NA
"655","Macedonia, FYR",1802,NA,36.1,5.9,NA,NA,NA,NA,NA
"656","Madagascar",1802,NA,30.5,6.89,NA,NA,NA,NA,NA
"657","Malawi",1802,NA,30.3,6.78,NA,NA,NA,NA,NA
"658","Malaysia",1802,NA,30.6,5.45,NA,NA,NA,NA,NA
"659","Maldives",1802,NA,32.65,5.98,NA,NA,NA,NA,NA
"660","Mali",1802,NA,26.41,6.23,NA,NA,NA,NA,NA
"661","Malta",1802,NA,28.7,5.49,NA,NA,NA,NA,NA
"662","Marshall Islands",1802,NA,NA,NA,NA,NA,NA,NA,NA
"663","Martinique",1802,NA,30.15,5.71,NA,NA,NA,NA,NA
"664","Mauritania",1802,NA,32,6.34,NA,NA,NA,NA,NA
"665","Mauritius",1802,NA,28.7,5.03,NA,NA,NA,NA,NA
"666","Mayotte",1802,NA,32.5,7.07,NA,NA,NA,NA,NA
"667","Mexico",1802,NA,26.9,6.8,NA,NA,NA,NA,NA
"668","Micronesia, Fed. Sts.",1802,NA,26.7,6.02,NA,NA,NA,NA,NA
"669","Moldova",1802,NA,33.15,6.39,NA,NA,NA,NA,NA
"670","Monaco",1802,NA,NA,NA,NA,NA,NA,NA,NA
"671","Mongolia",1802,NA,31.8,5.94,NA,NA,NA,NA,NA
"672","Montenegro",1802,NA,35.4,5.9,NA,NA,NA,NA,NA
"673","Montserrat",1802,NA,NA,NA,NA,NA,NA,NA,NA
"674","Morocco",1802,NA,33.1,6.5,NA,NA,NA,NA,NA
"675","Mozambique",1802,NA,30.28,6.63,NA,NA,NA,NA,NA
"676","Myanmar",1802,NA,30.8,6.03,NA,NA,NA,NA,NA
"677","Namibia",1802,NA,32.4,5.96,NA,NA,NA,NA,NA
"678","Nauru",1802,NA,NA,NA,NA,NA,NA,NA,NA
"679","Nepal",1802,NA,32.8,6.15,NA,NA,NA,NA,NA
"680","Netherlands",1802,NA,39.86,5.11,NA,NA,NA,NA,NA
"681","Netherlands Antilles",1802,NA,34.41,5.8,NA,NA,NA,NA,NA
"682","New Caledonia",1802,NA,26,6.41,NA,NA,NA,NA,NA
"683","New Zealand",1802,NA,34.05,5.25,NA,NA,NA,NA,NA
"684","Ngorno-Karabakh",1802,NA,NA,NA,NA,NA,NA,NA,NA
"685","Nicaragua",1802,NA,25.4,6.16,NA,NA,NA,NA,NA
"686","Niger",1802,NA,30.8,6.83,NA,NA,NA,NA,NA
"687","Nigeria",1802,NA,30.4,6.55,NA,NA,NA,NA,NA
"688","Niue",1802,NA,NA,NA,NA,NA,NA,NA,NA
"689","Norfolk Island",1802,NA,NA,NA,NA,NA,NA,NA,NA
"690","Northern Cyprus",1802,NA,NA,NA,NA,NA,NA,NA,NA
"691","Northern Mariana Islands",1802,NA,NA,NA,NA,NA,NA,NA,NA
"692","Norway",1802,NA,38.37,3.91,NA,NA,NA,NA,NA
"693","Oman",1802,NA,32.3,6.88,NA,NA,NA,NA,NA
"694","Pakistan",1802,NA,25.8,6.59,NA,NA,NA,NA,NA
"695","Palau",1802,NA,NA,NA,NA,NA,NA,NA,NA
"696","Panama",1802,NA,32.9,5.36,NA,NA,NA,NA,NA
"697","Papua New Guinea",1802,NA,31.5,6.23,NA,NA,NA,NA,NA
"698","Paraguay",1802,NA,35.5,6.49,NA,NA,NA,NA,NA
"699","Peru",1802,NA,35.7,6.82,NA,NA,NA,NA,NA
"700","Philippines",1802,NA,30.9,6.38,NA,NA,NA,NA,NA
"701","Pitcairn",1802,NA,NA,NA,NA,NA,NA,NA,NA
"702","Poland",1802,NA,35.9,6.25,NA,NA,NA,NA,NA
"703","Portugal",1802,NA,35.6,4.5,NA,NA,NA,NA,NA
"704","Puerto Rico",1802,NA,30.43,5.15,NA,NA,NA,NA,NA
"705","Qatar",1802,NA,30.8,6.97,NA,NA,NA,NA,NA
"706","Reunion",1802,NA,33,6.51,NA,NA,NA,NA,NA
"707","Romania",1802,NA,35.7,5.22,NA,NA,NA,NA,NA
"708","Russia",1802,NA,29.57,7,NA,NA,NA,NA,NA
"709","Rwanda",1802,NA,25,7.07,NA,NA,NA,NA,NA
"710","St. Barthélemy",1802,NA,NA,NA,NA,NA,NA,NA,NA
"711","St. Helena",1802,NA,NA,NA,NA,NA,NA,NA,NA
"712","St. Kitts and Nevis",1802,NA,NA,NA,NA,NA,NA,NA,NA
"713","St. Lucia",1802,NA,28.01,5.53,NA,NA,NA,NA,NA
"714","St. Martin",1802,NA,NA,NA,NA,NA,NA,NA,NA
"715","St. Vincent and the Grenadines",1802,NA,25.99,6.54,NA,NA,NA,NA,NA
"716","St.-Pierre-et-Miquelon",1802,NA,NA,NA,NA,NA,NA,NA,NA
"717","Samoa",1802,NA,25.4,6.98,NA,NA,NA,NA,NA
"718","San Marino",1802,NA,NA,NA,NA,NA,NA,NA,NA
"719","Sao Tome and Principe",1802,NA,31,6.23,NA,NA,NA,NA,NA
"720","Saudi Arabia",1802,NA,32.1,6.86,NA,NA,NA,NA,NA
"721","Senegal",1802,NA,25.2,5.7,NA,NA,NA,NA,NA
"722","Serbia",1802,NA,35.5,5.9,NA,NA,NA,NA,NA
"723","Serbia and Montenegro",1802,NA,NA,NA,NA,NA,NA,NA,NA
"724","Serbia excluding Kosovo",1802,NA,NA,NA,NA,NA,NA,NA,NA
"725","Seychelles",1802,NA,37,5.16,NA,NA,NA,NA,NA
"726","Sierra Leone",1802,NA,25.1,5.72,NA,NA,NA,NA,NA
"727","Singapore",1802,NA,29.1,5.46,NA,NA,NA,NA,NA
"728","Slovak Republic",1802,NA,36.4,5.94,NA,NA,NA,NA,NA
"729","Slovenia",1802,NA,36.6,4.91,NA,NA,NA,NA,NA
"730","Solomon Islands",1802,NA,25.1,6.42,NA,NA,NA,NA,NA
"731","Somalia",1802,NA,29.4,6.87,NA,NA,NA,NA,NA
"732","Somaliland",1802,NA,NA,NA,NA,NA,NA,NA,NA
"733","South Africa",1802,NA,33.5,6.47,NA,NA,NA,NA,NA
"734","South Ossetia",1802,NA,NA,NA,NA,NA,NA,NA,NA
"735","Spain",1802,NA,29.5,5.13,NA,NA,NA,NA,NA
"736","Sri Lanka",1802,NA,32.6,5.68,NA,NA,NA,NA,NA
"737","Sudan",1802,NA,31.4,6.64,NA,NA,NA,NA,NA
"738","Suriname",1802,NA,32.9,6.58,NA,NA,NA,NA,NA
"739","Svalbard",1802,NA,NA,NA,NA,NA,NA,NA,NA
